gsId,name,type,gradeRange,enrollment,gsRating,parentRating,city,state,districtId,district,districtNCESId,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,distance,schoolStatsLink
6877,Westlake Elementary School,public,K-5,431.0,5.0,5.0,Daly City,CA,786,Jefferson Elementary School District,618870,"80 Fieldcrest Drive, 
Daly City, CA  94015",(650) 991-1252,(650) 994-6137,http://www.jsd.k12.ca.us/Westlake/,61887002291.0,37.70537,-122.47991,https://www.greatschools.org/california/daly-city/6877-Westlake-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/daly-city/6877-Westlake-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/daly-city/6877-Westlake-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.45,https://www.greatschools.org/california/daly-city/6877-Westlake-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6878,Woodrow Wilson Elementary School,public,K-5,352.0,2.0,5.0,Daly City,CA,786,Jefferson Elementary School District,618870,"43 Miriam Street, 
Daly City, CA  94014",(650) 991-1255,(650) 994-5946,http://www.jsd.k12.ca.us/Woodrow-Wilson/,61887002292.0,37.703957,-122.46534,https://www.greatschools.org/california/daly-city/6878-Woodrow-Wilson-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/daly-city/6878-Woodrow-Wilson-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/daly-city/6878-Woodrow-Wilson-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.03,https://www.greatschools.org/california/daly-city/6878-Woodrow-Wilson-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6879,Thornton High School,public,9-12,121.0,,3.0,Daly City,CA,787,Jefferson Union High School District,618930,"115 First Avenue, 
Daly City, CA  94014",(650) 550-7840,(650) 758-2092,http://ths.juhsd.net,61893001427.0,37.69129,-122.46431000000001,https://www.greatschools.org/california/daly-city/6879-Thornton-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/daly-city/6879-Thornton-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/daly-city/6879-Thornton-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.22,https://www.greatschools.org/california/daly-city/6879-Thornton-High-School/?utm_source=GSAPI&utm_medium=referral
6880,Jefferson High School,public,9-12,1162.0,5.0,4.0,Daly City,CA,787,Jefferson Union High School District,618930,"6996 Mission Street, 
Daly City, CA  94014",(650) 550-7700,(650) 550-7790,http://jhs.juhsd.net,61893002293.0,37.695805,-122.46473,https://www.greatschools.org/california/daly-city/6880-Jefferson-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/daly-city/6880-Jefferson-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/daly-city/6880-Jefferson-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.96,https://www.greatschools.org/california/daly-city/6880-Jefferson-High-School/?utm_source=GSAPI&utm_medium=referral
6881,Oceana High School,public,9-12,622.0,7.0,4.0,Pacifica,CA,787,Jefferson Union High School District,618930,"401 Paloma Avenue, 
Pacifica, CA  94044",(650) 550-7300,(650) 550-7310,http://ohs.juhsd.net,61893002294.0,37.636894,-122.48687,https://www.greatschools.org/california/pacifica/6881-Oceana-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pacifica/6881-Oceana-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pacifica/6881-Oceana-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.72,https://www.greatschools.org/california/pacifica/6881-Oceana-High-School/?utm_source=GSAPI&utm_medium=referral
6882,Terra Nova High School,public,9-12,1012.0,8.0,4.0,Pacifica,CA,787,Jefferson Union High School District,618930,"1450 Terra Nova Boulevard, 
Pacifica, CA  94044",(650) 550-7600,(650) 550-7690,http://tnhs.juhsd.net,61893002296.0,37.592476,-122.47565,https://www.greatschools.org/california/pacifica/6882-Terra-Nova-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pacifica/6882-Terra-Nova-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pacifica/6882-Terra-Nova-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.16,https://www.greatschools.org/california/pacifica/6882-Terra-Nova-High-School/?utm_source=GSAPI&utm_medium=referral
6883,Westmoor High School,public,9-12,1669.0,8.0,4.0,Daly City,CA,787,Jefferson Union High School District,618930,"131 Westmoor Avenue, 
Daly City, CA  94015",(650) 550-7400,(650) 550-7490,http://whs.juhsd.net,61893002298.0,37.683475,-122.48473,https://www.greatschools.org/california/daly-city/6883-Westmoor-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/daly-city/6883-Westmoor-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/daly-city/6883-Westmoor-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,0.26,https://www.greatschools.org/california/daly-city/6883-Westmoor-High-School/?utm_source=GSAPI&utm_medium=referral
6884,Cabrillo Elementary School,public,K-8,562.0,7.0,5.0,Pacifica,CA,788,Pacifica School District,620460,"601 Crespi Drive, 
Pacifica, CA  94044",(650) 738-6660,(650) 738-2870,www.pacificasd.org,62046002458.0,37.59852,-122.49829,https://www.greatschools.org/california/pacifica/6884-Cabrillo-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pacifica/6884-Cabrillo-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pacifica/6884-Cabrillo-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.07,https://www.greatschools.org/california/pacifica/6884-Cabrillo-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6891,Ocean Shore Elementary School,public,K-8,435.0,8.0,5.0,Pacifica,CA,788,Pacifica School District,620460,"411 Oceana Boulevard, 
Pacifica, CA  94044",(650) 738-6650,(650) 355-0660,www.pacificasd.org,62046002469.0,37.65102,-122.49006999999999,https://www.greatschools.org/california/pacifica/6891-Ocean-Shore-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pacifica/6891-Ocean-Shore-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pacifica/6891-Ocean-Shore-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.93,https://www.greatschools.org/california/pacifica/6891-Ocean-Shore-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6892,Vallemar Elementary School,public,K-8,534.0,8.0,5.0,Pacifica,CA,788,Pacifica School District,620460,"377 Reina Del Mar Avenue, 
Pacifica, CA  94044",(650) 738-6655,(650) 359-2476,www.pacificasd.org,62046002470.0,37.61373,-122.48473999999999,https://www.greatschools.org/california/pacifica/6892-Vallemar-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pacifica/6892-Vallemar-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pacifica/6892-Vallemar-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.07,https://www.greatschools.org/california/pacifica/6892-Vallemar-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6893,Sunset Ridge Elementary School,public,PK-5,573.0,4.0,4.0,Pacifica,CA,788,Pacifica School District,620460,"340 Inverness Drive, 
Pacifica, CA  94044",(650) 738-6687,(650) 355-4042,www.pacificasd.org,62046002471.0,37.653835,-122.47918999999999,https://www.greatschools.org/california/pacifica/6893-Sunset-Ridge-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pacifica/6893-Sunset-Ridge-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pacifica/6893-Sunset-Ridge-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.82,https://www.greatschools.org/california/pacifica/6893-Sunset-Ridge-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6894,La Honda Elementary School,public,K-5,65.0,,4.0,La Honda,CA,789,La Honda-Pescadero Unified School District,620220,"450 Sears Ranch Road, 
La Honda, CA  94020",(650) 747-0051,(650) 747-0617,http://lhpusd.k12.ca.us/LHE.html,62022002421.0,37.340855,-122.29033999999999,https://www.greatschools.org/california/la-honda/6894-La-Honda-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/la-honda/6894-La-Honda-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/la-honda/6894-La-Honda-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.95,https://www.greatschools.org/california/la-honda/6894-La-Honda-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6896,Pescadero Elementary And Middle School,public,K-8,168.0,3.0,4.0,Pescadero,CA,789,La Honda-Pescadero Unified School District,620220,"620 North Street, 
Pescadero, CA  94060",(650) 879-0332,(650) 879-1066,,62022002422.0,37.256091999999995,-122.37791999999999,https://www.greatschools.org/california/pescadero/6896-Pescadero-Elementary-And-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pescadero/6896-Pescadero-Elementary-And-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pescadero/6896-Pescadero-Elementary-And-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.45,https://www.greatschools.org/california/pescadero/6896-Pescadero-Elementary-And-Middle-School/?utm_source=GSAPI&utm_medium=referral
6897,Pescadero High School,public,9-12,96.0,4.0,3.0,Pescadero,CA,789,La Honda-Pescadero Unified School District,620220,"350 Butano Cut Off, 
Pescadero, CA  94060",(650) 879-0274,(650) 879-0589,,62022002423.0,37.246809999999996,-122.36383000000001,https://www.greatschools.org/california/pescadero/6897-Pescadero-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pescadero/6897-Pescadero-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/pescadero/6897-Pescadero-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.35,https://www.greatschools.org/california/pescadero/6897-Pescadero-High-School/?utm_source=GSAPI&utm_medium=referral
6898,La Entrada Middle School,public,4-8,803.0,9.0,4.0,Menlo Park,CA,790,Las Lomitas Elementary School District,622380,"2200 Sharon Road, 
Menlo Park, CA  94025",(650) 854-3962,(650) 854-5947,http://www.llesd.k12.ca.us/lehome.htm,62238002674.0,37.428684000000004,-122.20061000000001,https://www.greatschools.org/california/menlo-park/6898-La-Entrada-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/menlo-park/6898-La-Entrada-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/menlo-park/6898-La-Entrada-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.56,https://www.greatschools.org/california/menlo-park/6898-La-Entrada-Middle-School/?utm_source=GSAPI&utm_medium=referral
6899,Las Lomitas Elementary School,public,K-3,579.0,,5.0,Atherton,CA,790,Las Lomitas Elementary School District,622380,"299 Alameda De Las Pulgas, 
Atherton, CA  94027",(650) 854-5900,(650) 854-4493,http://www.llesd.k12.ca.us/llhome.htm,62238002675.0,37.437195,-122.21261000000001,https://www.greatschools.org/california/atherton/6899-Las-Lomitas-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/atherton/6899-Las-Lomitas-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/atherton/6899-Las-Lomitas-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.11,https://www.greatschools.org/california/atherton/6899-Las-Lomitas-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6900,Encinal Elementary School,public,K-5,765.0,8.0,5.0,Atherton,CA,791,Menlo Park City Elementary School District,624570,"195 Encinal Avenue, 
Atherton, CA  94027",(650) 326-5164,(650) 327-0854,http://district.mpcsd.org/,62457003682.0,37.46402,-122.18563,https://www.greatschools.org/california/atherton/6900-Encinal-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/atherton/6900-Encinal-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/atherton/6900-Encinal-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.0,https://www.greatschools.org/california/atherton/6900-Encinal-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6901,Hillview Middle School,public,6-8,972.0,8.0,4.0,Menlo Park,CA,791,Menlo Park City Elementary School District,624570,"1100 Elder Avenue, 
Menlo Park, CA  94025",(650) 326-4341,(650) 325-3861,https://district.mpcsd.org/Domain/11,62457003683.0,37.43894,-122.19623,https://www.greatschools.org/california/menlo-park/6901-Hillview-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/menlo-park/6901-Hillview-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/menlo-park/6901-Hillview-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.18,https://www.greatschools.org/california/menlo-park/6901-Hillview-Middle-School/?utm_source=GSAPI&utm_medium=referral
6902,Laurel Elementary School,public,K-5,706.0,8.0,4.0,Atherton,CA,791,Menlo Park City Elementary School District,624570,"95 Edge Road, 
Atherton, CA  94027",(650) 324-0186,(650) 323-0374,http://laurel.mpcsd.org/,62457003684.0,37.46642,-122.17201000000001,https://www.greatschools.org/california/atherton/6902-Laurel-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/atherton/6902-Laurel-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/atherton/6902-Laurel-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.23,https://www.greatschools.org/california/atherton/6902-Laurel-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6903,Oak Knoll Elementary School,public,K-5,738.0,9.0,5.0,Menlo Park,CA,791,Menlo Park City Elementary School District,624570,"1895 Oak Knoll Lane, 
Menlo Park, CA  94025",(650) 854-4433,(650) 854-0179,http://oakknoll.mpcsd.org/site/default.aspx?PageID=13,62457003685.0,37.430923,-122.19248999999999,https://www.greatschools.org/california/menlo-park/6903-Oak-Knoll-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/menlo-park/6903-Oak-Knoll-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/menlo-park/6903-Oak-Knoll-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.17,https://www.greatschools.org/california/menlo-park/6903-Oak-Knoll-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6904,Green Hills Elementary School,public,K-5,402.0,9.0,4.0,Millbrae,CA,792,Millbrae Elementary School District,624900,"401 Ludeman Lane, 
Millbrae, CA  94030",(650) 588-6485,(650) 583-8052,http://www.greenhills.millbraeschooldistrict.org/,62490003717.0,37.605507,-122.40546,https://www.greatschools.org/california/millbrae/6904-Green-Hills-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/millbrae/6904-Green-Hills-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/millbrae/6904-Green-Hills-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,0.98,https://www.greatschools.org/california/millbrae/6904-Green-Hills-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6905,Lomita Park Elementary School,public,K-5,319.0,5.0,5.0,San Bruno,CA,792,Millbrae Elementary School District,624900,"200 Santa Helena Avenue, 
San Bruno, CA  94066",(650) 588-5852,(650) 873-8014,,62490003718.0,37.612167,-122.40098,https://www.greatschools.org/california/san-bruno/6905-Lomita-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-bruno/6905-Lomita-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-bruno/6905-Lomita-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.01,https://www.greatschools.org/california/san-bruno/6905-Lomita-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6906,Meadows Elementary School,public,K-5,414.0,7.0,4.0,Millbrae,CA,792,Millbrae Elementary School District,624900,"1101 Helen Drive, 
Millbrae, CA  94030",(650) 583-7590,(650) 588-5461,www.millbraeschooldistrict.org,62490003719.0,37.602270000000004,-122.41883,https://www.greatschools.org/california/millbrae/6906-Meadows-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/millbrae/6906-Meadows-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/millbrae/6906-Meadows-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.45,https://www.greatschools.org/california/millbrae/6906-Meadows-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6907,Spring Valley Elementary School,public,K-5,446.0,7.0,4.0,Millbrae,CA,792,Millbrae Elementary School District,624900,"817 Murchison Drive, 
Millbrae, CA  94030",(650) 697-5681,(650) 697-2931,http://www.springvalleypta.org/,62490003721.0,37.591663,-122.39143999999999,https://www.greatschools.org/california/millbrae/6907-Spring-Valley-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/millbrae/6907-Spring-Valley-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/millbrae/6907-Spring-Valley-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.22,https://www.greatschools.org/california/millbrae/6907-Spring-Valley-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6908,Taylor Middle School,public,6-8,845.0,7.0,5.0,Millbrae,CA,792,Millbrae Elementary School District,624900,"850 Taylor Boulevard, 
Millbrae, CA  94030",(650) 697-4096,(650) 697-8435,http://millbraeschooldistrict.org/taylor/,62490003722.0,37.59744,-122.40106999999999,https://www.greatschools.org/california/millbrae/6908-Taylor-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/millbrae/6908-Taylor-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/millbrae/6908-Taylor-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,0.96,https://www.greatschools.org/california/millbrae/6908-Taylor-Middle-School/?utm_source=GSAPI&utm_medium=referral
6909,Corte Madera School,public,4-8,356.0,9.0,4.0,Portola Valley,CA,793,Portola Valley Elementary School District,631470,"4575 Alpine Road, 
Portola Valley, CA  94028",(650) 851-1777,(650) 529-8553,http://www.pvsd.net,63147004881.0,37.3686,-122.2128,https://www.greatschools.org/california/portola-valley/6909-Corte-Madera-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/portola-valley/6909-Corte-Madera-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/portola-valley/6909-Corte-Madera-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.28,https://www.greatschools.org/california/portola-valley/6909-Corte-Madera-School/?utm_source=GSAPI&utm_medium=referral
6910,Ormondale Elementary School,public,K-3,271.0,,5.0,Portola Valley,CA,793,Portola Valley Elementary School District,631470,"200 Shawnee Pass, 
Portola Valley, CA  94028",(650) 851-1777,(650) 529-2086,http://www.pvsd.net/,63147004882.0,37.38151,-122.21857,https://www.greatschools.org/california/portola-valley/6910-Ormondale-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/portola-valley/6910-Ormondale-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/portola-valley/6910-Ormondale-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.53,https://www.greatschools.org/california/portola-valley/6910-Ormondale-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6911,Belle Haven Elementary School,public,K-8,577.0,2.0,2.0,Menlo Park,CA,794,Ravenswood City Elementary School District,631860,"415 Ivy Drive, 
Menlo Park, CA  94025",(650) 329-2898,(650) 566-9386,www.ravenswood.k12.ca.us,63186004913.0,37.476006,-122.16175,https://www.greatschools.org/california/menlo-park/6911-Belle-Haven-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/menlo-park/6911-Belle-Haven-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/menlo-park/6911-Belle-Haven-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.36,https://www.greatschools.org/california/menlo-park/6911-Belle-Haven-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6912,Ronald Mcnair Academy,public,6-8,194.0,2.0,4.0,East Palo Alto,CA,794,Ravenswood City Elementary School District,631860,"2033 Pulgas Avenue, 
East Palo Alto, CA  94303",(650) 329-2800,(650) 473-9247,www.ravenswoodschools.org,63186004914.0,37.46175,-122.13013000000001,https://www.greatschools.org/california/east-palo-alto/6912-Ronald-Mcnair-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/east-palo-alto/6912-Ronald-Mcnair-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/east-palo-alto/6912-Ronald-Mcnair-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,2.92,https://www.greatschools.org/california/east-palo-alto/6912-Ronald-Mcnair-Academy/?utm_source=GSAPI&utm_medium=referral
6913,Cesar Chavez Elementary School,public,6-8,168.0,1.0,5.0,East Palo Alto,CA,794,Ravenswood City Elementary School District,631860,"2450 Ralmar Street, 
East Palo Alto, CA  94303",(650) 329-6700,(650) 326-8902,www.ravenswood.k12.ca.us,63186004916.0,37.4736,-122.145,https://www.greatschools.org/california/east-palo-alto/6913-Cesar-Chavez-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/east-palo-alto/6913-Cesar-Chavez-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/east-palo-alto/6913-Cesar-Chavez-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.38,https://www.greatschools.org/california/east-palo-alto/6913-Cesar-Chavez-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6914,Costano Elementary School,public,K-8,558.0,2.0,4.0,East Palo Alto,CA,794,Ravenswood City Elementary School District,631860,"2695 Fordham Street, 
East Palo Alto, CA  94303",(650) 329-2800,(650) 328-3214,www.ravenswood.k12.ca.us,63186004915.0,37.477776,-122.13711,https://www.greatschools.org/california/east-palo-alto/6914-Costano-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/east-palo-alto/6914-Costano-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/east-palo-alto/6914-Costano-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.49,https://www.greatschools.org/california/east-palo-alto/6914-Costano-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6917,Green Oaks Academy,public,K-5,181.0,3.0,5.0,East Palo Alto,CA,794,Ravenswood City Elementary School District,631860,"2450 Ralmar Street, 
East Palo Alto, CA  94303",(650) 329-2800,(650) 325-8312,www.ravenswoodschools.org,63186004025.0,37.4736,-122.145,https://www.greatschools.org/california/east-palo-alto/6917-Green-Oaks-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/east-palo-alto/6917-Green-Oaks-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/east-palo-alto/6917-Green-Oaks-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,2.05,https://www.greatschools.org/california/east-palo-alto/6917-Green-Oaks-Academy/?utm_source=GSAPI&utm_medium=referral
6918,Brentwood Academy,public,K-5,527.0,2.0,4.0,East Palo Alto,CA,794,Ravenswood City Elementary School District,631860,"2086 Clarke Street, 
East Palo Alto, CA  94303",(650) 329-2800,(650) 329-2877,www.ravenswoodschools.org,63186008946.0,37.462270000000004,-122.13456000000001,https://www.greatschools.org/california/east-palo-alto/6918-Brentwood-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/east-palo-alto/6918-Brentwood-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/east-palo-alto/6918-Brentwood-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,1.58,https://www.greatschools.org/california/east-palo-alto/6918-Brentwood-Academy/?utm_source=GSAPI&utm_medium=referral
6921,Willow Oaks Elementary School,public,K-8,688.0,1.0,3.0,Menlo Park,CA,794,Ravenswood City Elementary School District,631860,"620 Willow Road, 
Menlo Park, CA  94025",(650) 329-2800,(650) 327-2684,www.ravenswoodschools.org,63186004917.0,37.46278,-122.1589,https://www.greatschools.org/california/menlo-park/6921-Willow-Oaks-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/menlo-park/6921-Willow-Oaks-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/menlo-park/6921-Willow-Oaks-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.35,https://www.greatschools.org/california/menlo-park/6921-Willow-Oaks-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6922,Adelante Spanish Immersion School,public,K-5,579.0,5.0,5.0,Redwood City,CA,795,Redwood City Elementary School District,632130,"3150 Granger Way, 
Redwood City, CA  94061",(650) 482-2401,(650) 482-5984,http://www.rcsdk8.net/Domain/81,63213007421.0,37.454227,-122.24338999999999,https://www.greatschools.org/california/redwood-city/6922-Adelante-Spanish-Immersion-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/redwood-city/6922-Adelante-Spanish-Immersion-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/redwood-city/6922-Adelante-Spanish-Immersion-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.59,https://www.greatschools.org/california/redwood-city/6922-Adelante-Spanish-Immersion-School/?utm_source=GSAPI&utm_medium=referral
6923,Clifford Elementary School,public,K-8,742.0,7.0,4.0,Redwood City,CA,795,Redwood City Elementary School District,632130,"225 Clifford Avenue, 
Redwood City, CA  94062",(650) 482-2402,(650) 367-4354,http://www.rcsdk8.net/clifford,63213004962.0,37.482265000000005,-122.26347,https://www.greatschools.org/california/redwood-city/6923-Clifford-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/redwood-city/6923-Clifford-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/redwood-city/6923-Clifford-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.32,https://www.greatschools.org/california/redwood-city/6923-Clifford-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6924,Roy Cloud Elementary School,public,K-8,811.0,8.0,4.0,Redwood City,CA,795,Redwood City Elementary School District,632130,"3790 Red Oak Way, 
Redwood City, CA  94061",(650) 482-2414,(650) 367-4355,http://www.rcsdk8.net/roycloud,63213004963.0,37.458557,-122.25621000000001,https://www.greatschools.org/california/redwood-city/6924-Roy-Cloud-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/redwood-city/6924-Roy-Cloud-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/redwood-city/6924-Roy-Cloud-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.25,https://www.greatschools.org/california/redwood-city/6924-Roy-Cloud-Elementary-School/?utm_source=GSAPI&utm_medium=referral
