CountryCode,SeriesCode,Year,DESCRIPTION
USA,SH.DYN.MORT,YR2006,Uncertainty bound is 7.7 - 8
USA,SH.DYN.MORT,YR2007,Uncertainty bound is 7.6 - 7.9
USA,UIS.E.6,YR2013,Country Data
USA,UIS.E.6.F,YR2013,Country Data
USA,UIS.E.7,YR2013,Country Data
USA,UIS.E.7.F,YR2013,Country Data
USA,UIS.FEP.56.FUK,YR2008,Country Data
USA,UIS.FEP.56.FUK,YR2009,Country Data
USA,UIS.FEP.56.FUK,YR2010,Country Data
USA,UIS.FEP.56.FUK,YR2011,Country Data
USA,UIS.FEP.56.FUK,YR2012,Country Data
USA,UIS.FEP.56.FUK,YR2013,Country Data
USA,UIS.FEP.6,YR2013,Country Data
USA,UIS.FEP.7,YR2013,Country Data
USA,UIS.FGP.6,YR2013,Country Data
USA,UIS.FGP.7,YR2013,Country Data
USA,UIS.G.6.F,YR2013,Country Data
USA,UIS.G.6.T,YR2013,Country Data
USA,UIS.G.7.F,YR2013,Country Data
USA,UIS.G.7.T,YR2013,Country Data
USA,UIS.GER.1T6.F,YR1981,Country Data
USA,UIS.GER.1T6.F,YR1982,Country Data
USA,UIS.GER.1T6.F,YR1983,Country Data
USA,UIS.GER.1T6.F,YR1984,Country Data
USA,UIS.GER.1T6.F,YR1985,Country Data
USA,UIS.GER.1T6.F,YR1986,Country Data
USA,UIS.GER.1T6.F,YR1987,Country Data
USA,UIS.GER.1T6.F,YR1990,Country Data
USA,UIS.GER.1T6.F,YR1991,Country Data
USA,UIS.GER.1T6.F,YR1993,Country Data
USA,UIS.GER.1T6.F,YR1994,Country Data
USA,UIS.GER.1T6.F,YR1995,Country Data
USA,UIS.GER.1T6.F,YR1996,Country Data
USA,UIS.GER.1T6.F,YR1998,Country Data
USA,UIS.GER.1T6.F,YR2000,Country Data
USA,UIS.GER.1T6.F,YR2001,Country Data
USA,UIS.GER.1T6.F,YR2002,Country Data
USA,UIS.GER.1T6.F,YR2003,Country Data
USA,UIS.GER.1T6.F,YR2005,Country Data
USA,UIS.GER.1T6.F,YR2006,Country Data
USA,UIS.GER.1T6.F,YR2007,Country Data
USA,UIS.GER.1T6.F,YR2008,Country Data
USA,UIS.GER.1T6.F,YR2009,Country Data
USA,UIS.GER.1T6.F,YR2010,Country Data
USA,UIS.GER.1T6.F,YR2011,Country Data
USA,UIS.GER.1T6.F,YR2012,Country Data
USA,UIS.GER.1T6.F,YR2013,Country Data
USA,UIS.GER.1T6.M,YR1981,Country Data
USA,UIS.GER.1T6.M,YR1982,Country Data
USA,UIS.GER.1T6.M,YR1983,Country Data
USA,UIS.GER.1T6.M,YR1984,Country Data
USA,UIS.GER.1T6.M,YR1985,Country Data
USA,UIS.GER.1T6.M,YR1986,Country Data
USA,UIS.GER.1T6.M,YR1987,Country Data
USA,UIS.GER.1T6.M,YR1990,Country Data
USA,UIS.GER.1T6.M,YR1991,Country Data
USA,UIS.GER.1T6.M,YR1993,Country Data
USA,UIS.GER.1T6.M,YR1994,Country Data
USA,UIS.GER.1T6.M,YR1995,Country Data
USA,UIS.GER.1T6.M,YR1996,Country Data
USA,UIS.GER.1T6.M,YR1998,Country Data
USA,UIS.GER.1T6.M,YR2000,Country Data
USA,UIS.GER.1T6.M,YR2001,Country Data
USA,UIS.GER.1T6.M,YR2002,Country Data
USA,UIS.GER.1T6.M,YR2003,Country Data
USA,UIS.GER.1T6.M,YR2005,Country Data
USA,UIS.GER.1T6.M,YR2006,Country Data
USA,UIS.GER.1T6.M,YR2007,Country Data
USA,UIS.GER.1T6.M,YR2008,Country Data
USA,UIS.GER.1T6.M,YR2009,Country Data
USA,UIS.GER.1T6.M,YR2010,Country Data
USA,UIS.GER.1T6.M,YR2011,Country Data
USA,UIS.GER.1T6.M,YR2012,Country Data
USA,UIS.GER.1T6.M,YR2013,Country Data
USA,UIS.MS.56.F,YR1999,Country Data
USA,UIS.MS.56.F,YR2000,Country Data
USA,UIS.MS.56.F,YR2001,Country Data
USA,UIS.MS.56.F,YR2002,Country Data
USA,UIS.MS.56.F,YR2013,Country Data
USA,UIS.MS.56.T,YR1999,Country Data
USA,UIS.MS.56.T,YR2000,Country Data
USA,UIS.MS.56.T,YR2001,Country Data
USA,UIS.MS.56.T,YR2002,Country Data
USA,UIS.MS.56.T,YR2003,Country Data
USA,UIS.MS.56.T,YR2004,Country Data
USA,UIS.MS.56.T,YR2005,Country Data
USA,UIS.MS.56.T,YR2006,Country Data
USA,UIS.MS.56.T,YR2007,Country Data
USA,UIS.MS.56.T,YR2008,Country Data
USA,UIS.MS.56.T,YR2009,Country Data
USA,UIS.MS.56.T,YR2010,Country Data
USA,UIS.MS.56.T,YR2011,Country Data
USA,UIS.MS.56.T,YR2012,Country Data
USA,UIS.MS.56.T,YR2013,Country Data
USA,UIS.TEP.6,YR2013,Country Data
USA,UIS.TEP.6.F,YR2013,Country Data
USA,UIS.TEP.6.M,YR2013,Country Data
USA,UIS.TEP.7,YR2013,Country Data
USA,UIS.TEP.7.F,YR2013,Country Data
USA,UIS.TEP.7.M,YR2013,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR1998,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR1999,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR2001,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR2002,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR2003,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR2004,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR2005,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR2006,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR2007,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR2008,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR2009,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR2010,Country Data
USA,UIS.XUNIT.PPPCONST.56.FSGOV,YR2011,Country Data
USA,LO.PIRLS.REA.ADV,YR2001,"The procedure for identifying International Benchmarks changed from the PIRLS 2001 method of using percentiles to a method based on scores that do not change from PIRLS cycle to cycle. In PIRLS 2001, the Advanced benchmark was called the ""Top 10% Benchmark"" (90th percentile score), which corresponded to a scale score of 615. The 2001 data in this database were recalculated based on a 625 Advanced Benchmark score and are different than the data found in the 2001 PIRLS report."
USA,LO.PIRLS.REA.ADV.FE,YR2001,"The procedure for identifying International Benchmarks changed from the PIRLS 2001 method of using percentiles to a method based on scores that do not change from PIRLS cycle to cycle. In PIRLS 2001, the Advanced benchmark was called the ""Top 10% Benchmark"" (90th percentile score), which corresponded to a scale score of 615. The 2001 data in this database were recalculated based on a 625 Advanced Benchmark score and are different than the data found in the 2001 PIRLS report."
USA,LO.PIRLS.REA.ADV.MA,YR2001,"The procedure for identifying International Benchmarks changed from the PIRLS 2001 method of using percentiles to a method based on scores that do not change from PIRLS cycle to cycle. In PIRLS 2001, the Advanced benchmark was called the ""Top 10% Benchmark"" (90th percentile score), which corresponded to a scale score of 615. The 2001 data in this database were recalculated based on a 625 Advanced Benchmark score and are different than the data found in the 2001 PIRLS report."
USA,LO.PISA.REA,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.0,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.0.FE,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.0.MA,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.1A,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.1A.FE,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.1A.MA,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.1B,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.1B.FE,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.1B.MA,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.2,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.2.FE,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.2.MA,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.3,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.3.FE,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.3.MA,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.4,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.4.FE,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.4.MA,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.5,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.5.FE,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.5.MA,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.6,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.6.FE,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.6.MA,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.FE,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,LO.PISA.REA.MA,YR2006,"In PISA 2006 in the United States, an error in printing the test booklets in which the pagination was changed and instructions for some reading items directed students to the wrong page may have affected student performance. The potential impact of the printing error on student performance was estimated by examining the relative performance of students in the United States on the item set that was common between PISA 2006 and PISA 2003, after controlling for performance on the items that were not likely to be affected by the printing error. The predicted effect of the printing error and the wrong directions on student mean performance on the reading test was up to 6 score points, and thus exceeds one standard error of sampling. Reading performance data for the United States are therefore excluded from this publication and the PISA database. The predicted effect of the printing error on student mean performance on the mathematics and science tests was one score point. Mathematics and science performance data for the United States, therefore, have been retained."
USA,SE.PRE.ENRL,YR1995,Country estimation.
USA,SE.PRE.ENRL,YR2008,Country estimation.
USA,SE.PRE.NENR,YR1999,Country estimation.
USA,SE.PRE.NENR,YR2000,Country estimation.
USA,SE.PRE.NENR.FE,YR2002,Country estimation.
USA,SE.PRE.NENR.MA,YR2004,Country estimation.
USA,SE.PRE.TCHR,YR2001,Country estimation.
USA,SE.PRE.TCHR.FE,YR2003,Country estimation.
USA,SE.PRE.TCHR.FE,YR2004,Country estimation.
USA,SE.PRE.TCHR.FE,YR2007,Country estimation.
USA,SE.PRM.CMPT.FE.ZS,YR1999,Estimated
USA,SE.PRM.CMPT.FE.ZS,YR2000,Estimated
USA,SE.PRM.CMPT.FE.ZS,YR2001,Estimated
USA,SE.PRM.CMPT.FE.ZS,YR2002,Estimated
USA,SE.PRM.CMPT.FE.ZS,YR2003,Estimated
USA,SE.PRM.CMPT.FE.ZS,YR2004,Estimated
USA,SE.PRM.CMPT.FE.ZS,YR2005,Estimated
USA,SE.PRM.CMPT.FE.ZS,YR2006,Estimated
USA,SE.PRM.CMPT.FE.ZS,YR2007,Estimated
USA,SE.PRM.CMPT.FE.ZS,YR2008,Estimated
USA,SE.PRM.CMPT.FE.ZS,YR2009,Estimated
USA,SE.PRM.CMPT.FE.ZS,YR2010,Estimated
USA,SE.PRM.CMPT.MA.ZS,YR1999,Estimated
USA,SE.PRM.CMPT.MA.ZS,YR2000,Estimated
USA,SE.PRM.CMPT.MA.ZS,YR2001,Estimated
USA,SE.PRM.CMPT.MA.ZS,YR2002,Estimated
USA,SE.PRM.CMPT.MA.ZS,YR2003,Estimated
USA,SE.PRM.CMPT.MA.ZS,YR2004,Estimated
USA,SE.PRM.CMPT.MA.ZS,YR2005,Estimated
USA,SE.PRM.CMPT.MA.ZS,YR2006,Estimated
USA,SE.PRM.CMPT.MA.ZS,YR2007,Estimated
USA,SE.PRM.CMPT.MA.ZS,YR2008,Estimated
USA,SE.PRM.CMPT.MA.ZS,YR2009,Estimated
USA,SE.PRM.CMPT.MA.ZS,YR2010,Estimated
USA,SE.PRM.CMPT.ZS,YR1999,Estimated
USA,SE.PRM.CMPT.ZS,YR2000,Estimated
USA,SE.PRM.CMPT.ZS,YR2001,Estimated
USA,SE.PRM.CMPT.ZS,YR2002,Estimated
USA,SE.PRM.CMPT.ZS,YR2003,Estimated
USA,SE.PRM.CMPT.ZS,YR2004,Estimated
USA,SE.PRM.CMPT.ZS,YR2005,Estimated
USA,SE.PRM.CMPT.ZS,YR2006,Estimated
USA,SE.PRM.CMPT.ZS,YR2007,Estimated
USA,SE.PRM.CMPT.ZS,YR2008,Estimated
USA,SE.PRM.CMPT.ZS,YR2009,Estimated
USA,SE.PRM.CMPT.ZS,YR2010,Estimated
USA,SE.PRM.DROP.FE.ZS,YR2001,Estimated
USA,SE.PRM.DROP.FE.ZS,YR2003,Estimated
USA,SE.PRM.DROP.FE.ZS,YR2009,Estimated
USA,SE.PRM.DROP.MA.ZS,YR2001,Estimated
USA,SE.PRM.DROP.MA.ZS,YR2003,Estimated
USA,SE.PRM.DROP.MA.ZS,YR2009,Estimated
USA,SE.PRM.DROP.ZS,YR2001,Estimated
USA,SE.PRM.DROP.ZS,YR2002,Estimated
USA,SE.PRM.DROP.ZS,YR2003,Estimated
USA,SE.PRM.DROP.ZS,YR2004,Estimated
USA,SE.PRM.DROP.ZS,YR2005,Estimated
USA,SE.PRM.DROP.ZS,YR2008,Estimated
USA,SE.PRM.DROP.ZS,YR2009,Estimated
USA,SE.PRM.PRS5.FE.ZS,YR2001,Estimated
USA,SE.PRM.PRS5.FE.ZS,YR2003,Estimated
USA,SE.PRM.PRS5.FE.ZS,YR2004,Estimated
USA,SE.PRM.PRS5.FE.ZS,YR2005,Estimated
USA,SE.PRM.PRS5.FE.ZS,YR2009,Estimated
USA,SE.PRM.PRS5.MA.ZS,YR2001,Estimated
USA,SE.PRM.PRS5.MA.ZS,YR2003,Estimated
USA,SE.PRM.PRS5.MA.ZS,YR2004,Estimated
USA,SE.PRM.PRS5.MA.ZS,YR2005,Estimated
USA,SE.PRM.PRS5.MA.ZS,YR2009,Estimated
USA,SE.PRM.PRS5.ZS,YR2001,Estimated
USA,SE.PRM.PRS5.ZS,YR2003,Estimated
USA,SE.PRM.PRS5.ZS,YR2004,Estimated
USA,SE.PRM.PRS5.ZS,YR2005,Estimated
USA,SE.PRM.PRS5.ZS,YR2009,Estimated
