id,name,county,gsRating,parentRating,zip,price,district,income
1291,Ledesma (Rita) Elementary School,Santa Clara,7,4,95138,1224250,Oak Grove Elementary School District,87312
1292,Los Paseos Elementary School,Santa Clara,5,4,95139,907666.6667,Morgan Hill Unified School District,96812
1293,Martin Murphy Middle School,Santa Clara,6,3,95139,907666.6667,Morgan Hill Unified School District,96812
1294,Ocala Middle School,Santa Clara,4,4,95148,1050583.333,Alum Rock Union Elementary School District,57749
1295,Cedar Grove Elementary School,Santa Clara,5,4,95148,1050583.333,Evergreen Elementary School District,98547
1296,Holly Oak Elementary School,Santa Clara,5,3,95148,1050583.333,Evergreen Elementary School District,98547
1297,Millbrook Elementary School,Santa Clara,7,4,95148,1050583.333,Evergreen Elementary School District,98547
1298,Norwood Creek Elementary School,Santa Clara,7,4,95148,1050583.333,Evergreen Elementary School District,98547
1299,Quimby Oak Middle School,Santa Clara,8,4,95148,1050583.333,Evergreen Elementary School District,98547
1300,August Boeger Middle School,Santa Clara,4,3,95148,1050583.333,Mount Pleasant Elementary School District,83445
1301,Valle Vista Elementary School,Santa Clara,3,4,95148,1050583.333,Mount Pleasant Elementary School District,83445
1302,Evergreen Valley High School,Santa Clara,10,3,95148,1050583.333,East Side Union High School District,79049
1303,Carolyn A. Clark Elementary School,Santa Clara,10,5,95148,1050583.333,Evergreen Elementary School District,98547
